recency,history,used_discount,used_bogo,is_referral,channel,offer,score
9,140.2,0,1,1,Web,Buy One Get One,1.2934902041865175
10,167.14,0,1,0,Phone,Discount,0.8358148681289101
7,61.07,1,0,0,Phone,Discount,1.9348620145077668
2,123.1,0,1,0,Phone,Buy One Get One,0.8979970386958536
9,84.04,1,0,1,Phone,Buy One Get One,0.5516067662392283
10,29.99,1,0,1,Web,Buy One Get One,1.523176803668497
3,29.99,0,1,1,Web,No Offer,1.0945162951435397
1,29.99,0,1,0,Web,Discount,0.2515588217825151
6,288.62,0,1,0,Multichannel,Discount,1.987579687744378
4,685.86,1,1,1,Phone,Buy One Get One,1.4384581432085146
7,138.89,0,1,0,Web,Buy One Get One,0.36966939808093396
1,44.09,1,0,1,Web,Buy One Get One,1.2559889894114848
8,697.96,0,1,1,Multichannel,No Offer,1.0664161522559366
3,182.42,1,0,1,Phone,Buy One Get One,0.7811978574933764
11,29.99,0,1,0,Web,Discount,1.7431094378525331
6,239.87,1,1,1,Phone,Buy One Get One,1.0764428914692283
6,104.43,1,0,0,Phone,Discount,0.6166292731461667
3,744.49,0,1,1,Multichannel,Discount,1.0697178838012171
2,180.73,0,1,0,Phone,No Offer,1.8447682935500092
3,482.3,0,1,0,Web,Buy One Get One,1.7652272348085358
5,128.65,1,0,1,Phone,No Offer,0.4770193530155093
8,200.67,1,0,0,Web,Buy One Get One,0.5109344074344035
2,1137.4,1,1,1,Web,Discount,1.0973231069098721
9,32.2,0,1,0,Web,Buy One Get One,0.9908444271757966
1,419.51,1,0,0,Phone,No Offer,1.5192951960854717
3,393.35,0,1,0,Web,No Offer,0.6217978856812991
7,145.52,1,0,1,Phone,Discount,1.5502206311457152
5,47.45,1,0,1,Phone,No Offer,1.4540611771924183
7,103.68,1,0,1,Web,No Offer,1.5430929424886148
2,37.5,1,0,0,Phone,No Offer,1.099154047769202
1,671.6,0,1,1,Phone,No Offer,0.6669671447413592
6,89.58,0,1,1,Phone,Discount,1.1418292644561756
6,289.13,1,0,0,Phone,Discount,1.4469497403270872
8,382.21,0,1,0,Multichannel,Buy One Get One,1.3358463873282054
7,29.99,0,1,0,Web,No Offer,1.0180912792965326
10,82.11,0,1,1,Web,Discount,0.04785178533760348
1,289.36,1,0,0,Phone,Buy One Get One,1.4585709187417748
2,128.99,1,0,0,Phone,Buy One Get One,2.089171581521918
8,191.14,0,1,0,Phone,Discount,1.2910464412474754
1,825.66,1,0,1,Web,Buy One Get One,0.8409301150113105
3,29.99,0,1,1,Web,Discount,2.0090484900238104
6,78.42,0,1,0,Phone,Discount,0.7057651412912164
6,105.04,0,1,1,Web,Discount,1.8588813731598217
9,111.68,1,0,1,Phone,Buy One Get One,0.9203103570132836
10,247.71,0,1,0,Phone,Buy One Get One,0.9934604259680302
6,29.99,0,1,1,Web,Discount,0.5765115053573369
2,1065.98,0,1,1,Multichannel,No Offer,1.3300962652988693
10,54.5,0,1,1,Phone,Discount,1.0038593585913496
1,240.52,1,0,0,Phone,Buy One Get One,1.288953435394691
3,190.26,1,0,0,Web,Discount,0.5769438833583083
3,177.14,1,0,0,Phone,No Offer,1.1862427753401128
9,36.69,1,0,1,Web,Discount,1.4764480397503368
2,136.12,1,0,1,Phone,No Offer,0.6541584180937847
10,86.7,1,0,0,Web,Buy One Get One,1.1986360146106871
5,496.22,1,0,1,Web,Buy One Get One,1.3231964911606142
5,258.75,0,1,0,Phone,No Offer,1.3989953648767397
5,97.03,0,1,0,Web,Buy One Get One,1.6556464328849767
5,588.45,0,1,1,Phone,No Offer,0.7671462573329922
10,51.24,1,0,0,Web,No Offer,1.0063555390831809
10,123.98,1,0,0,Web,Buy One Get One,1.3963870479195628
2,70.44,0,1,0,Phone,Buy One Get One,1.5201185435293605
4,844.31,1,0,1,Multichannel,No Offer,1.3336417523834103
1,425.41,0,1,0,Multichannel,No Offer,0.7524416110106736
10,92.29,0,1,0,Web,No Offer,0.9594952883212474
8,49.59,1,0,0,Phone,No Offer,1.6229017869414526
5,192.77,0,1,0,Phone,Discount,1.3522704872022164
3,730.4,1,0,1,Multichannel,No Offer,1.0490349310229554
10,95.1,1,0,1,Web,Discount,1.1743732247355048
4,152.27,1,0,0,Web,Buy One Get One,1.3075587556663175
12,94.34,1,0,1,Phone,Discount,1.1890787620329897
2,1340.0,0,1,1,Multichannel,No Offer,1.040133999330812
3,170.23,1,0,1,Web,Discount,0.5725088155995788
1,307.37,1,0,0,Multichannel,No Offer,0.7834168341099225
10,201.53,0,1,0,Phone,Discount,1.555970867214132
4,29.99,1,0,1,Phone,Buy One Get One,0.6682392192892614
2,89.24,0,1,0,Phone,No Offer,1.155703042030904
1,72.87,1,0,0,Phone,No Offer,0.6018031327368807
12,145.03,1,0,1,Web,Buy One Get One,0.9989531792116616
2,471.05,1,0,1,Web,Buy One Get One,1.040415267287691
2,47.79,0,1,1,Phone,Discount,1.5498490630753383
1,37.72,1,0,1,Phone,No Offer,1.0836142270361633
2,183.5,1,0,1,Phone,Discount,2.119587868799829
10,70.12,0,1,0,Web,Buy One Get One,1.0831227010774982
1,53.82,1,0,1,Web,No Offer,1.3941069425944002
3,237.46,1,1,0,Web,No Offer,2.2236295618293003
12,35.07,0,1,0,Web,Discount,1.0406885140981326
11,29.99,0,1,0,Web,Discount,0.7335527090031301
2,401.7,1,1,0,Phone,Discount,2.409826893897287
5,103.01,0,1,1,Phone,Discount,0.1386931468637852
2,1435.78,0,1,1,Phone,No Offer,0.8081155597417715
7,132.15,1,0,0,Web,Buy One Get One,0.6008827367696106
11,29.99,1,0,0,Phone,Discount,1.017082577322067
9,32.48,1,0,0,Phone,No Offer,0.9057572902710426
12,34.57,1,0,0,Web,Discount,1.0671147731984942
7,85.44,0,1,0,Phone,Buy One Get One,0.8297130234017465
2,330.39,0,1,0,Multichannel,Discount,0.8477231798852856
6,547.03,1,0,1,Multichannel,No Offer,0.847351661086625
10,702.94,0,1,1,Web,Buy One Get One,1.0350169022614335
4,86.63,1,0,1,Phone,Discount,1.6605015118714062
9,179.12,1,0,0,Web,Buy One Get One,1.1871313199723952
8,29.99,1,0,1,Web,No Offer,0.3077337881095841
7,29.99,1,0,1,Web,Buy One Get One,2.0544772960444435
10,29.99,1,0,1,Web,No Offer,0.8834325375736994
1,449.53,1,0,0,Multichannel,Discount,1.1390554540402171
6,402.31,1,0,0,Phone,Discount,0.8814018127394728
7,42.41,1,0,0,Phone,Discount,1.4536536070393682
3,169.69,0,1,1,Web,Discount,1.3359358783934536
2,73.1,1,0,1,Web,Buy One Get One,1.828271038586919
4,121.21,0,1,0,Web,Discount,0.9045757282270872
1,670.84,1,0,1,Phone,No Offer,1.2358375615079449
2,1191.77,1,0,1,Multichannel,Discount,1.0633015711767009
2,308.24,0,1,1,Multichannel,Buy One Get One,0.2837462468460897
6,355.77,0,1,1,Web,Discount,1.2357587245134591
4,46.5,1,0,0,Phone,No Offer,1.1947953739690549
11,320.35,0,1,0,Multichannel,Buy One Get One,0.6523381842425453
7,329.26,0,1,0,Web,Discount,1.1423376948941688
1,605.38,1,1,1,Multichannel,No Offer,1.1211875388175123
3,305.6,1,0,1,Phone,Buy One Get One,0.8289074110560949
2,312.56,0,1,0,Phone,No Offer,1.4834016575764557
1,91.03,1,0,1,Web,Discount,1.1127108637669223
11,29.99,0,1,0,Phone,Buy One Get One,1.2420416358568134
1,661.86,0,1,1,Web,Buy One Get One,0.8653161528634571
2,865.17,1,0,1,Web,Discount,1.4940893684314969
6,119.71,1,0,1,Phone,Buy One Get One,1.5058378879723833
3,48.65,1,0,0,Web,No Offer,1.255297060679354
2,302.17,0,1,0,Phone,Discount,2.1440611890106607
2,45.03,1,0,0,Phone,No Offer,1.4310587510804225
10,292.83,0,1,0,Phone,Buy One Get One,1.2176826514855943
8,401.32,0,1,0,Multichannel,Discount,2.1928810103808907
6,36.67,0,1,0,Web,Discount,0.8852791058126073
9,29.99,0,1,0,Web,Discount,1.1584248925214284
1,359.03,0,1,0,Web,Buy One Get One,1.5123694515743955
2,119.63,1,0,1,Phone,Discount,0.45379842661146
10,226.39,1,0,0,Multichannel,Buy One Get One,2.4263551738406943
1,71.58,0,1,0,Web,Buy One Get One,1.898974228703779
2,30.38,1,0,1,Phone,Discount,0.7882698484476541
7,89.28,1,0,1,Web,Buy One Get One,1.0760463139232284
2,29.99,1,0,1,Web,Discount,1.9774347892124504
10,29.99,0,1,1,Web,Buy One Get One,0.7131847469386556
2,137.09,0,1,1,Web,Discount,0.62964621930571
11,97.53,0,1,1,Web,Buy One Get One,1.3690986982249769
4,29.99,0,1,0,Phone,Buy One Get One,1.1379481386233594
1,267.06,1,0,1,Multichannel,Buy One Get One,0.9244191606119424
2,29.99,0,1,1,Web,No Offer,1.2103169955832818
10,272.29,1,0,0,Web,Discount,1.9307104631212648
2,79.53,1,0,1,Phone,Discount,1.5390766041599782
8,36.78,1,0,1,Web,Discount,0.6665964631742691
9,88.18,0,1,1,Web,Discount,1.2464211711503923
11,29.99,0,1,0,Phone,Discount,0.9797763155507496
9,29.99,0,1,0,Web,No Offer,0.2002872435194185
3,131.05,1,0,1,Web,Buy One Get One,1.8027915738726004
5,314.58,1,0,0,Multichannel,Discount,0.6632877326623561
2,460.75,1,1,0,Web,Discount,1.6826459218392906
7,387.06,0,1,0,Multichannel,Buy One Get One,1.218636009289377
4,88.41,1,0,1,Phone,Buy One Get One,1.0075009687009573
10,208.25,0,1,1,Multichannel,Buy One Get One,0.680471918577245
6,64.96,0,1,1,Phone,No Offer,0.6559048111009391
9,45.78,0,1,0,Phone,Buy One Get One,1.6004971588825738
2,1011.37,0,1,1,Phone,No Offer,0.7605908242932921
10,113.44,0,1,0,Phone,Buy One Get One,1.2101076479724897
10,172.52,0,1,0,Web,Discount,0.5654895521262259
7,530.68,1,0,1,Multichannel,No Offer,-0.11453181844446325
4,62.78,1,0,0,Web,Discount,1.6426650571534689
1,597.7,1,1,1,Multichannel,Buy One Get One,1.0541160138961785
9,29.99,0,1,1,Web,No Offer,1.4663284581373075
5,554.27,0,1,1,Phone,Discount,1.0982895277869416
9,200.92,1,1,1,Phone,Buy One Get One,2.4976009967010437
10,151.79,0,1,0,Phone,No Offer,1.0610595000746479
10,120.49,1,0,0,Web,No Offer,0.9222361966671362
5,101.92,1,0,1,Phone,Buy One Get One,0.9294409041943672
10,56.75,1,0,0,Web,Discount,1.0846258144220242
1,501.45,1,0,1,Multichannel,No Offer,1.3289690513849004
4,605.01,1,1,1,Multichannel,Discount,0.5539719812964078
1,315.47,1,0,0,Phone,Buy One Get One,0.9199852359481018
5,29.99,1,0,0,Web,Buy One Get One,0.7889754145935463
9,32.02,1,0,0,Web,Discount,1.6353758107091927
4,91.53,1,0,0,Phone,No Offer,0.8166555655326585
4,34.18,1,0,1,Phone,Discount,0.2671841013195402
2,41.0,1,0,1,Web,Buy One Get One,1.1033580277099748
5,133.42,1,0,0,Phone,Discount,1.079835933615137
2,509.37,0,1,1,Phone,Discount,0.8148097641957115
11,113.09,1,0,1,Web,No Offer,1.2814472310800331
1,142.4,0,1,0,Phone,No Offer,0.7944554161816453
2,178.5,0,1,1,Web,Buy One Get One,2.0225061786544383
10,460.26,1,1,0,Phone,Buy One Get One,1.7785866341417695
11,29.99,0,1,1,Web,No Offer,0.6709305547339812
5,225.15,0,1,1,Web,No Offer,1.0310562918205342
7,215.21,0,1,0,Web,No Offer,0.6807382622350802
1,1197.5,1,0,1,Web,Buy One Get One,1.8583851027098988
10,29.99,1,0,0,Web,No Offer,1.05322266375742
10,190.45,0,1,0,Phone,Discount,0.4112312658559295
4,130.04,0,1,1,Phone,No Offer,0.3836318743775692
7,73.87,0,1,1,Phone,No Offer,1.3858098630022688
8,168.84,1,0,0,Phone,Buy One Get One,1.502681593979816
6,29.99,0,1,0,Phone,No Offer,1.4538072875841832
12,182.03,1,0,0,Web,No Offer,0.7310123800884204
10,29.99,0,1,0,Web,No Offer,0.4794495652563874
2,69.61,1,0,1,Web,No Offer,1.4254195876272573
9,203.29,1,1,1,Web,No Offer,0.9305706841719176
1,756.5,1,1,1,Web,Buy One Get One,1.9895318749842776
6,171.21,0,1,0,Web,Discount,1.2375370928353964
10,29.99,0,1,0,Phone,No Offer,1.1601429453614724
10,87.65,0,1,0,Web,Buy One Get One,0.4049689649766912
1,29.99,1,0,0,Web,Buy One Get One,0.5001577435840566
1,200.08,1,0,0,Phone,Discount,1.1029512119333036
6,45.79,1,0,0,Phone,Discount,0.8941463101570486
10,44.37,0,1,0,Web,No Offer,0.7572898836253739
11,34.46,0,1,1,Web,Buy One Get One,2.3979552006024734
6,178.95,1,0,0,Web,Buy One Get One,0.3385877238992417
2,547.12,1,1,1,Multichannel,No Offer,1.2004870845318192
11,37.48,0,1,0,Phone,No Offer,-0.4482780501770387
3,472.54,1,1,0,Web,Buy One Get One,0.7954478503789907
7,197.8,0,1,0,Phone,Buy One Get One,0.3605185419793256
1,29.99,0,1,1,Web,Buy One Get One,1.2843043677760908
1,411.48,1,1,0,Multichannel,Discount,1.6076976367780635
6,531.2,1,0,1,Phone,Discount,1.486069869384442
10,99.98,1,0,1,Web,Discount,1.422871697435824
1,58.64,0,1,0,Web,Discount,1.4327958892477022
8,29.99,1,0,0,Phone,Discount,0.6042560255863556
11,236.98,0,1,0,Web,Buy One Get One,0.9722185906767432
12,39.2,0,1,1,Phone,No Offer,1.0567652402732526
3,600.66,0,1,1,Phone,No Offer,1.4289245392994046
2,275.73,0,1,0,Phone,Discount,1.3270634973877535
4,105.25,1,0,0,Phone,Buy One Get One,0.9019804523681912
9,84.73,0,1,1,Web,Discount,2.449223367279449
5,86.48,1,0,1,Web,Discount,0.9598788445683674
2,68.89,0,1,0,Web,Buy One Get One,0.3398492401029224
2,398.4,0,1,0,Phone,No Offer,0.7404872248047936
5,73.08,1,0,0,Phone,Discount,0.5247848705374731
8,35.95,1,0,0,Phone,Discount,1.4026997218021888
2,37.06,1,0,1,Web,Discount,0.7795173734964601
9,79.34,1,0,1,Phone,Discount,1.2014546169972478
4,29.99,0,1,1,Phone,Buy One Get One,0.34434101515808346
3,136.25,1,0,1,Phone,Discount,0.3081033395456529
12,177.64,1,0,1,Phone,Discount,0.4377498747443648
7,114.79,0,1,1,Phone,Discount,0.9818520477698448
4,29.99,0,1,1,Phone,No Offer,0.9411294725951858
9,165.12,0,1,0,Web,No Offer,1.007883582960444
8,29.99,1,0,1,Phone,No Offer,1.3173775656139606
10,97.55,0,1,1,Phone,Discount,0.9276579929456912
10,543.65,0,1,1,Phone,Buy One Get One,0.9090056187409036
1,474.43,1,0,0,Phone,Discount,0.8633358694870564
9,97.41,0,1,1,Web,Discount,2.1324891391931406
10,29.99,1,0,0,Web,Discount,0.9556383844450179
9,242.42,1,0,1,Web,Discount,1.3781564337267938
2,49.78,1,0,1,Web,Discount,1.974335271758359
7,32.87,0,1,1,Phone,No Offer,1.4236557361964457
6,775.54,1,0,1,Web,Discount,1.3189583181560562
2,160.72,0,1,1,Web,No Offer,0.8744785370773676
9,173.55,0,1,0,Web,Buy One Get One,0.7444220783737681
7,86.07,1,0,0,Web,No Offer,1.6437825983808685
10,29.99,0,1,1,Web,No Offer,0.8566169296787068
12,131.62,0,1,0,Phone,Buy One Get One,1.5875930158064573
10,35.66,1,0,1,Phone,No Offer,0.3613237862828828
4,74.67,0,1,1,Phone,Discount,0.8481611453932828
10,241.11,0,1,1,Web,Discount,0.6644307798771588
12,286.71,1,0,0,Multichannel,Buy One Get One,1.2074547641016529
5,328.2,0,1,1,Web,Buy One Get One,0.9842782406382276
11,194.98,0,1,1,Phone,Buy One Get One,1.4912871863741608
8,181.96,0,1,0,Web,No Offer,0.4237553182203772
2,846.69,1,1,1,Multichannel,No Offer,1.77363694938234
9,83.09,0,1,0,Phone,Buy One Get One,0.908118416649874
10,29.99,0,1,1,Phone,Buy One Get One,1.1256652522432753
5,169.18,1,0,1,Phone,No Offer,1.4313175542422192
2,456.8,1,0,0,Web,No Offer,1.0077352102945216
8,64.39,1,0,1,Phone,Buy One Get One,1.7168059394755677
12,162.32,1,0,1,Web,Buy One Get One,0.7965231984854844
7,242.24,0,1,0,Web,No Offer,0.3690050099080403
8,29.99,0,1,1,Web,Discount,0.8341411807405819
1,141.53,0,1,0,Phone,Buy One Get One,1.3659769513424154
2,351.12,0,1,0,Web,No Offer,1.6500857589445634
9,34.91,0,1,0,Web,No Offer,0.352483740889766
5,302.48,0,1,0,Web,Buy One Get One,0.9396912847911016
1,811.22,0,1,1,Multichannel,No Offer,0.9178393338654178
11,29.99,1,0,0,Phone,No Offer,1.0016549855432897
1,31.4,1,0,1,Phone,No Offer,0.6285218902575922
1,29.99,1,0,1,Web,Buy One Get One,2.165138659611068
1,189.21,1,0,0,Web,Discount,1.0805626759734233
1,59.88,1,0,0,Web,Buy One Get One,0.8445685842892243
3,40.22,1,0,1,Web,Buy One Get One,1.4774804301594695
1,247.94,0,1,0,Phone,Discount,1.2086017198915595
9,29.99,0,1,0,Web,No Offer,0.6920587219126784
8,29.99,0,1,1,Phone,Buy One Get One,1.1608913902885944
10,68.76,1,0,0,Phone,Buy One Get One,0.6357849741880615
6,605.13,1,0,1,Multichannel,Discount,1.3893849579487885
3,65.24,0,1,0,Phone,No Offer,1.196438798631701
5,83.72,0,1,0,Web,No Offer,1.844857118578534
5,343.96,0,1,0,Phone,No Offer,1.1850576948799352
10,56.13,1,0,1,Web,Buy One Get One,0.7027080462341084
4,230.37,0,1,0,Web,Discount,0.8597632515990118
8,45.45,1,0,0,Web,No Offer,1.0727524914120798
1,52.99,1,0,1,Web,Buy One Get One,1.298584754849394
3,174.71,0,1,0,Web,Buy One Get One,0.648562186275125
4,29.99,0,1,1,Phone,No Offer,0.8038420752460276
8,237.64,0,1,0,Web,No Offer,1.0918045590144203
10,239.7,1,0,1,Phone,Buy One Get One,0.3663957072398346
3,109.52,0,1,0,Web,Discount,0.7637943348284079
9,29.99,0,1,0,Phone,Discount,0.07537871507985239
10,411.39,1,0,0,Phone,Discount,0.7806240808724033
1,503.34,0,1,1,Web,Buy One Get One,2.458766000861542
4,130.05,1,0,0,Phone,No Offer,1.3898616852846557
8,44.6,1,0,0,Web,Discount,1.51887220065865
5,181.16,0,1,0,Phone,Buy One Get One,1.9286699676673504
2,164.83,0,1,0,Web,Discount,1.6092974960427275
9,491.91,1,0,0,Web,No Offer,1.6071513873107834
10,615.52,0,1,1,Phone,Discount,0.3448915091470345
4,29.99,1,0,0,Phone,Buy One Get One,0.8429869535664689
11,172.14,0,1,1,Web,No Offer,0.15116276820412278
3,47.43,0,1,0,Web,Buy One Get One,1.7829876415982708
12,67.24,0,1,0,Phone,Discount,1.4154845622209271
3,168.4,1,0,0,Web,Buy One Get One,1.255051649869055
1,326.39,1,0,1,Multichannel,No Offer,1.4200078764001205
3,1091.72,0,1,1,Phone,Buy One Get One,0.8671621267202534
4,284.92,0,1,0,Phone,Buy One Get One,1.6219884686513493
5,33.47,1,0,1,Phone,Buy One Get One,0.7801805122237505
2,69.36,0,1,1,Web,No Offer,1.6945445306126596
1,375.85,0,1,0,Multichannel,No Offer,-0.10289075165648788
1,320.31,1,1,0,Phone,Discount,0.9560271433606272
4,118.06,0,1,0,Web,Buy One Get One,1.4921062558445053
8,324.59,1,1,0,Phone,Buy One Get One,1.823911157516065
2,29.99,0,1,0,Web,Discount,1.9154220494087
4,85.57,0,1,1,Phone,Discount,1.3055836465319308
1,265.66,1,1,1,Phone,No Offer,1.199664566752084
12,34.88,0,1,0,Phone,No Offer,0.8141709371138335
6,50.49,1,0,1,Web,No Offer,1.113857872260526
3,29.99,1,0,0,Phone,Buy One Get One,1.3482972954031345
10,254.34,1,1,0,Phone,No Offer,1.0958907291976328
1,29.99,0,1,1,Phone,No Offer,1.2303958139932103
10,131.42,1,0,1,Web,No Offer,0.9466196312722056
2,503.9,1,0,1,Multichannel,Buy One Get One,0.879837808692981
7,331.78,1,0,1,Phone,Discount,1.0559948664080223
12,41.39,0,1,1,Phone,Discount,0.7043820241219816
11,167.39,0,1,0,Web,Buy One Get One,2.0134424196067062
9,139.3,1,0,1,Phone,Discount,1.0446938441592597
7,51.39,0,1,1,Phone,No Offer,1.2010165860137918
1,56.1,0,1,1,Phone,No Offer,1.4037294938774705
1,312.77,1,0,0,Web,Discount,1.329012845015146
6,485.42,0,1,0,Phone,Buy One Get One,0.961698820635495
2,131.05,0,1,1,Phone,Buy One Get One,0.3712702419644092
5,613.2,1,0,1,Multichannel,Discount,2.016721874432528
8,66.07,0,1,1,Web,Discount,1.8605112634914411
10,163.51,1,0,0,Web,Discount,0.9399400052756428
8,87.34,0,1,1,Phone,Buy One Get One,0.7515369088251131
9,88.65,0,1,0,Web,Buy One Get One,0.8214185643619397
10,608.13,1,1,1,Web,Buy One Get One,0.52121102738966
8,135.84,1,0,1,Web,Discount,1.3937903669240828
6,663.53,0,1,1,Multichannel,Discount,1.160139082234478
6,129.43,0,1,1,Phone,No Offer,0.310382296654214
6,29.99,0,1,0,Web,No Offer,1.237352884388511
9,56.34,0,1,1,Web,Discount,0.34663167408679585
7,226.92,0,1,0,Multichannel,No Offer,1.397310835744977
4,252.78,0,1,0,Web,No Offer,1.4961148642381137
5,49.3,1,0,1,Phone,Buy One Get One,1.0445811464073207
8,224.82,0,1,1,Phone,Buy One Get One,1.5177823441027616
12,29.99,1,0,0,Web,No Offer,0.4573189985335979
9,165.82,0,1,0,Phone,Discount,1.8711778389954468
11,279.39,0,1,0,Phone,Buy One Get One,2.061610474325409
1,269.36,1,0,0,Phone,Discount,0.3774095407319481
6,75.07,1,0,0,Phone,Discount,1.0470743568820209
2,80.16,0,1,0,Phone,No Offer,2.293695935759076
10,56.15,1,0,0,Phone,No Offer,1.1580449469500351
2,237.73,1,1,1,Multichannel,No Offer,1.105271534060475
1,409.94,1,0,0,Web,No Offer,1.1877334428066286
2,177.95,1,0,1,Phone,No Offer,1.706451252007508
10,37.46,1,0,0,Web,Discount,0.516530270420769
10,1190.6,1,1,1,Phone,Discount,0.8095277455173607
3,109.34,0,1,0,Phone,Discount,0.9383632355274488
9,29.99,0,1,1,Web,Discount,1.2376262648753693
12,44.97,0,1,1,Web,Discount,0.29347090822360866
9,59.97,1,0,0,Web,Discount,1.540600851314378
4,187.59,1,0,1,Web,Discount,1.1017070656231889
2,40.43,0,1,0,Web,Buy One Get One,1.2252980540538598
2,584.89,0,1,1,Multichannel,Buy One Get One,0.3901048990786463
7,91.8,0,1,0,Phone,Buy One Get One,1.1206950543293839
10,177.13,0,1,0,Web,Buy One Get One,0.6014503323301199
5,281.66,0,1,1,Web,No Offer,1.208046206798437
1,441.89,1,0,0,Multichannel,Discount,0.5634950922679134
5,1617.69,1,0,1,Phone,Discount,1.9248534366132213
5,130.69,0,1,1,Phone,Discount,0.9076139642263088
10,29.99,1,0,1,Web,Buy One Get One,1.144529812437563
8,171.87,1,0,1,Web,No Offer,0.6658837217541813
3,431.68,1,0,0,Multichannel,No Offer,1.138130668465255
1,357.99,1,0,0,Multichannel,Discount,1.9070775292500963
10,492.81,0,1,0,Multichannel,No Offer,1.2759455969272946
10,360.64,0,1,1,Phone,Buy One Get One,0.5591942483214745
9,29.99,1,0,1,Phone,No Offer,1.2050152940232688
1,436.03,1,0,0,Web,Discount,2.3082654630943127
2,308.24,1,0,1,Multichannel,No Offer,2.205558522531301
9,29.99,0,1,0,Web,Discount,1.966363223447896
8,230.56,1,0,0,Web,Buy One Get One,0.4663097248321145
1,1015.08,1,1,1,Multichannel,Buy One Get One,1.3475396761790597
11,29.99,1,0,0,Phone,Buy One Get One,1.259825331394137
11,36.41,1,0,0,Phone,Buy One Get One,0.8720545012939882
5,81.48,1,0,0,Web,Buy One Get One,1.2320638304497251
6,54.07,0,1,0,Phone,Buy One Get One,1.3117254013119308
7,443.58,1,0,1,Multichannel,Buy One Get One,1.1369150113126212
8,460.56,1,1,0,Multichannel,Buy One Get One,2.0844908065098204
1,178.95,1,0,0,Phone,Buy One Get One,0.5856667036308374
9,82.92,1,0,1,Web,No Offer,0.8158702807996291
3,602.29,1,0,1,Multichannel,No Offer,0.5711496545720334
12,29.99,0,1,0,Phone,No Offer,1.3519814339122298
9,29.99,1,0,0,Web,Discount,0.8676564832101681
7,285.76,1,0,0,Multichannel,Buy One Get One,0.7506273590228847
3,258.91,1,0,1,Phone,Buy One Get One,1.1651355744043232
3,125.46,1,0,0,Web,No Offer,1.3188632280456039
6,156.48,0,1,0,Phone,Buy One Get One,0.542290286560469
2,534.48,1,0,1,Phone,Discount,0.6687217516279631
9,103.23,1,0,1,Web,Discount,2.1283691978032278
10,29.99,1,0,1,Phone,Discount,1.4618524209523471
7,331.13,0,1,0,Multichannel,No Offer,0.975825120487614
10,304.63,1,1,0,Phone,Discount,2.3483767240761733
1,349.94,1,0,0,Multichannel,Discount,0.6540911548989228
7,117.79,0,1,1,Web,Buy One Get One,2.075266161373617
9,29.99,0,1,0,Web,Discount,0.7954858463145446
4,183.93,1,0,1,Web,Discount,1.6795792349458278
9,112.44,0,1,0,Web,No Offer,1.0035798533512252
1,35.52,0,1,1,Web,No Offer,0.793893559568364
9,33.92,1,0,1,Phone,Discount,0.8281230684316723
3,355.47,1,1,0,Web,No Offer,0.8074647825250557
6,319.88,1,0,1,Web,Discount,0.5389622700415249
9,96.24,1,0,0,Web,Buy One Get One,2.3318948149911454
1,29.99,0,1,1,Phone,Buy One Get One,0.7125896509104725
10,634.17,0,1,1,Phone,No Offer,0.8531154500257505
9,167.98,0,1,0,Web,No Offer,1.0888317230259448
2,201.36,1,0,0,Web,Buy One Get One,1.2470873559443492
10,50.22,0,1,0,Phone,No Offer,0.7025357560560521
10,166.5,1,0,0,Web,Buy One Get One,1.0628625473528408
9,413.86,1,1,1,Phone,Buy One Get One,0.2447849578103185
7,29.99,1,0,0,Phone,Discount,1.5968810887885896
7,70.96,0,1,1,Web,Discount,1.2393388971970358
7,151.91,0,1,1,Web,Buy One Get One,0.5630270214463828
6,588.93,0,1,1,Web,Buy One Get One,1.3497425683490558
7,735.19,0,1,1,Phone,No Offer,1.8295576817621773
9,29.99,1,0,0,Web,Discount,0.3904541978216951
7,84.67,0,1,0,Web,Buy One Get One,1.3162022575433463
3,193.3,0,1,0,Web,Buy One Get One,1.764333313037219
2,1672.81,1,0,1,Phone,Buy One Get One,1.055272478774899
1,352.35,1,1,1,Multichannel,No Offer,1.1486626620158793
11,343.3,1,1,0,Web,No Offer,0.8981631868279026
4,129.15,0,1,0,Web,Discount,0.579923126530985
4,774.59,0,1,1,Multichannel,Discount,2.5642343222737782
10,334.84,1,1,0,Phone,Discount,1.9291004278474573
5,203.61,1,0,0,Web,No Offer,1.6675485631411684
1,287.62,0,1,1,Phone,No Offer,1.5792486687496554
9,214.6,0,1,0,Phone,Buy One Get One,1.4471938123159283
4,29.99,0,1,1,Phone,Buy One Get One,0.8979197415777929
12,67.64,1,0,1,Web,No Offer,0.726973127195504
5,287.52,0,1,1,Multichannel,No Offer,0.5133438287844053
3,290.14,0,1,0,Web,Discount,1.4409126795080829
1,234.88,0,1,0,Phone,Buy One Get One,0.8081734928638411
3,46.15,0,1,0,Web,Buy One Get One,0.8786174609094799
1,29.99,0,1,0,Web,Buy One Get One,1.1442097053510902
7,271.1,0,1,1,Multichannel,Buy One Get One,1.1056024578439314
9,363.4,1,1,0,Web,Discount,0.904757153457265
2,593.59,1,0,1,Multichannel,Buy One Get One,0.9947559477814268
1,1118.38,1,0,1,Web,Buy One Get One,1.1493799101247864
7,303.5,0,1,0,Web,No Offer,1.3437387979648112
7,212.18,1,0,0,Phone,No Offer,1.2730213157967063
1,152.57,0,1,1,Phone,No Offer,1.2976095708101714
12,194.3,1,0,0,Web,No Offer,2.509435456084088
